city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,details
 ??????,   ?? ????? ????? ??? ,???,250,0,5,3,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,35000,"??????? ?????? ?? ??????? ????? ??? ????? ?????? ?????? ??? ????? ????? ?????? ???? ??? ? ????? ????
????? ?????

0
0507293454"
 ??????,   ?? ????? ????? ??? ,???,250,0,7,5,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,????? ?????? ???? ????? ????? ???? ?????? ?? ? ???? ?? ???? ??? ???? 31000 ?????? ??? ?????? ?????? ?? ????? ??? ????? ??????????
 ??????,   ?? ?????? ,???,345,4,5,5,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,60000,"??????? 
????? ????? ?? ?? ?????? ??????
????????: 
??????? ???? 
????? ??????: ??????? 
????? ?????: ???? ?????? ?? ??? ??? ????? ???? ?????.
??????: ???? ?????+ ???? ????.

??????? ?? ???. 

?????? .."
 ??????,   ?? ????? ????? ??? ,???? ????,250,0,5,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,40000,??????? ???? ?????? ?? ???? ?????? ????? ????? ??? ????? ????? ????? ????? 250 ????? ?? ? ???? ?? ????
 ??????,   ?? ????? ????? ??? ,???,250,0,5,5,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,35000,"?????? ???? ???? ?????? ?????? ??? ???? ?????? ?? ?????
?????????? ???????"
 ??????,   ?? ?????? ,????,300,5,5,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,60000,??? ?????? ????? ??????? ?????  ?????? ???? ????????  ??????? ???? ??????? ?????? ????? ????? ??? ????? ????? ????? ????? ?????? ???? ? ???? ???? ??? ???? ???? ????? ???? ???? ????? ????? ???? ???? ????? ???? ????? ????? ???? ??? ??? ? ????? ?? ?????...
 ??????,   ?? ?????? ,????,400,14,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,70000,"???? ??????? ?? ?????? ?? ?????? 
???? 
???? ????? 
???? ???? 
???
???? ????? 
??? ???? 

????? ?????
??? ???? 
? ??? ??? 
?????? ??? ??? ?????  ?? ?????
????  ?????? ?? ?????? 
?????  ?? ??? 
????? ??? ???? 
????? ??????? ????????"
 ??????,   ?? ????? ?????? ,????,375,4,4,5,2,1,1,1,1,1,1,1,0,1,0,1,1,0,0,90000,??? ????? ??????? ?? ????? ????? ?? ????? ?????? ????? ??? ??? ?????
 ??????,   ?? ?????? ?????? ,???,1000,9,5,5,5,1,1,1,1,0,1,1,1,1,0,0,1,0,0,165000,???? ???? Luxury Villa ??? ??????  ????? ???????? ???? 3 ????? ????? ????? ???? ?????? ???? 6 ????? ?? ????? ???? ?? ?????? ????? ?? ??????  ????? ???? ????? ??????? ?? ???? ???? ????? ???? ???? ???? ?? 4 ?????? ??? ??? ???? ?????? ?????? ?????? ?? ?...
 ??????,   ?? ???? ,???,200,0,5,5,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,43000,???? ?????? ????? ??????? ??? ???? ????? ?? ???? ??????? ?? ?????? ??????? ??? ????? ?????
 ??????,   ?? ?????? ,????,800,0,3,5,4,1,1,1,1,1,1,0,0,1,0,0,1,0,0,150000,
 ??????,   ?? ?????? ?????? ,????,365,5,4,5,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,75000,??????? ???? ????? ?? ?? ?????? ?????? . ??????? ??? ?????  0593822228
 ??????,   ?? ????? ????? ??? ,???,250,0,5,5,2,1,1,0,0,0,0,1,0,1,0,1,1,0,0,35000,"?????? ??????? ????? ?? ????? ????? ??? ????? ?? ??? ??????? ???? ???? ???? ???? ???? ???? ?????? ??? ????? ????? ?????? 4??? ??? ???? ?????? ???? ????? ?????? ?????? ???? ??????? 35 ??? 
????????? 0542307370"
 ??????,   ?? ????? ????? ??? ,???,250,0,7,5,2,1,1,0,0,0,0,1,0,1,0,1,1,0,0,35000,????? ??? ????? ??? ?????? ?????  ???? ??? ????? ???? ??????? ????
 ??????,   ?? ?????? ,???,500,0,4,5,4,1,1,1,1,0,1,0,0,1,0,0,1,0,0,115000,"???? ????? ?????? ??????  ???? ???? ???? ??? ????? ?? 
((?????? ????? ))
????? ?? ???? ????? ?? ????? 
4 ??? ??? ??????? ????? ?????? ????? ??????? ????? 
?? ???? ??????
???? ?????? 
????? ?????? ????? ??? 5 
????? ????? ????? ??????? 
???? ????? ???..."
 ??????,   ?? ???? ,???? ????,435,9,6,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,60000,"??? ????? ???? ?? ???? ??? ??????? ??????? ?????? - ???????? ??????? ????? ????? ????? ???? ????? ????? ????- ???? ???????- ???? ???? ????? ???? ?????. 
????? ?????? ???? ??? ???- ?????? ?? ???? ?????. 
?????? ???? ????? ????.
?? ??????? ??? ?? ??? ?..."
 ??????,   ?? ?????? ?????? ,???,300,16,3,4,2,1,1,1,0,0,1,0,0,1,0,1,1,0,0,60000,"???? ??????? ?? ?? ?????? ?????? ????? ????? ???? ???? ????? ?? ????? ?? ????? ?????? ????????? ????? ??? ??? ?? ????? ?????? ?????????  ?? ??? ????? ????? 
???? ?????? 60,000 ????? ???? ?? ??? ???? ???


(????? ?? ??????? ?? ??? ???????) ???? ??????..."
 ??????,   ?? ?????? ?????? ,???,560,11,7,5,2,1,1,0,1,1,1,1,0,1,1,0,1,0,1,105000,"??? ???????  ??????  ???? ?????? ?????? ????? ???? ????? ????  ??????.

????  ???????  ?? ??????  ???  ??? ????.
???? ???????  ????  ????  ???  ???  ????

?????????  ????  ??????? 
0561311115"
 ??????,   ?? ????? ,????,455,5,7,5,3,1,1,0,1,0,0,1,0,0,0,1,1,0,1,80000,"?????? ????? ?? ????? ?????? 
???? ????? ?? ???? ???? ???? ????? ????? ????? ????? ???? ????? ????? ??????? ???? ????? ????? ????? ????? ?? ?  ??? ??? ????? ???? ????? ????? ??????? ????? ?? ?????? ????? ??????"
 ??????,   ?? ????? ????? ??? ,???,340,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,"??????? ??? ?????
???? ???? ?????

?????? ????? ???
???? ?????? 13


????? ???????
????? ??? ?
??? ???? ???? ???

?? ????? ?????

????? ??????
???? ???? ????? ????? ????? ????
 ????? ??????? ???? ???? ????

????? ?????
???? ??? ??? ????? ????? ????? ..."
 ??????,   ?? ????? ????? ??? ,???,340,0,5,5,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,55000,"???? ?????? ?????? ??????? ??? ? ???? ????? ?????? ????? ??? ???? ?????? ?????? ?????? ?? ????? ????? ?????????
?????? ????"
 ??????,   ?? ????? ????? ??? ,????,250,0,5,5,3,1,1,0,0,0,0,1,0,1,0,1,0,0,0,35000,???? ????? ?? ???? ????? ????? ????? ????? ????? ????? ??????? ?????? ????? ??? ????? 0556286671
 ??????,   ?? ????? ????? ??? ,???,250,5,5,4,2,1,1,0,1,0,0,1,0,1,0,1,1,1,0,32000,"????? ????? ?? ????? ????? ??? ?? ???? ?????? ?????? ???? ? ????? ????? ????? ????? ??? ????? ??? ?? ?? ??????? ????? ????...
??????? ??? ????? 0559712056"
 ??????,   ?? ????? ????? ??? ,???? ????,250,0,7,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,32000,"????? ???? ??????? ??? ????? ????? ???
?????? ???? 0556627734"
 ??????,   ?? ????? ????? ??? ,???,250,0,5,5,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,35000,
 ??????,   ?? ??????? ???????? ??????? ,????,500,6,4,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32000,??????  ???? ??????  ?? ???? ????
 ??????,   ?? ????? ????? ??? ,????,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,30000,
 ??????,   ?? ???? ,????,375,0,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,"?? ???? ???? ?? ???? ????

????? ????? ??????? ????? 375

?????? ????? 6 ??? 
??? ????? + ???? ???? ???? 
???? ???? ???? ???? ???? 
????? ????? 4??? ??? 2 ?????+ ????
????? ?????? ???? ????? ???? ???? + ????+ ????
????? ?? 60 ???
?????? ??? ????"
 ??????,   ?? ?????? ,????,375,2,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,"???? ????? ??????? ?????? ????? ?????
????? ?? ???? 
???? ???? 
???? ?????? ??????? ( ???? ????? ) 
????? ( ???? ?????) 
? ??? ??? ( ???? ??????? ???? ?????? ???? ????? ????)
? ????? ????
????
????? ??????? ???? ???? ?? ???? ????"
 ??????,   ?? ????? ????? ??? ,???,300,0,5,5,3,1,1,0,0,0,0,1,0,1,0,1,1,0,0,40000,????? ?0532067914
 ??????,   ?? ?????? ,???? ????,360,3,6,5,4,1,1,0,1,0,1,1,0,1,0,1,1,0,0,67000,"????? ?? ?? ?????? ???????
???? ????????? ?? ??? 
?????? ?? ????? ??????? ? ?????? ??? ??????"
 ??????,   ?? ????? ????? ??? ,????,400,0,7,5,2,0,1,1,1,0,0,0,0,1,0,1,1,0,0,50000,"??? ?????? ????? ????? ??? ???? ?? ???
??????? 400 ???/?????
??????/????? ????? ??? ???????
??????/???? ?????? ?????? ???


1*??? ???? ???? 
2*???? ?????? 
3*??????????
??? ??????/ ???? ????-???? ?????-????
+
??? ??????/????-???? ????-???? ?????? ?? ..."
 ??????,   ?? ????? ????? ??? ,????,250,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,?????? ????? ?????? ??????
 ??????,   ?? ????????? ,????,365,5,4,5,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,7500,???? ??????? ??? ?????? ?????? ??????? ??? ??? 0593822228
 ??????,   ?? ????? ????? ??? ,????,250,0,7,5,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,35000,"??????? ????? ????? ?/?? ???? ?? ???? ???? ????? ????
????? ????? ?? ? ????"
 ??????,   ?? ?????? ,????,300,3,5,5,2,1,1,0,1,0,1,1,0,0,0,1,1,0,0,55000,"??? ????? ??????? ??? ????

????????
????? ?????? ???? ???? ????? ????? ???? ????? ??????
????? ????? ???? ??? ? ????? ???
????? ?????? ???? ????? ????? ???? ???? ????
?????? ????? ?????? ????"
 ??????,   ?? ????? ????? ??? ,????,250,0,4,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,34000,
 ??????,   ?? ????? ?????? ,???,250,5,5,5,2,1,1,0,1,0,1,1,0,1,0,1,0,0,0,55000,?????? ??????? ????? ?? ?? ????? ??????? ???????? ???? ?? ????? ?????? ????? ???????? ????? ?????? ????? ?? ???? ????? ????? ????? ??????? ???? ?? ??? ????? ?????? ????? ????? ?? ????? ??? ??? ????? ???? ?????? ????? ??????? ???? ??? ????? ????? ????...
 ??????,   ?? ???? ,????,375,6,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,1,1,60000,"??? ????? ???? ???? ???? ???? ???? ???? ???? 
????? ????? 
4 ??? ??? 2 ???? ?????
????? ??????
???? ????? ?? ???? ???? + ???? ???? +????
????? ?? ??? ?? ??? ???? ???????
???? ???? ?? ??????
???? ??? ??? ????? ???????"
 ??????,   ?? ???? ,????,370,2,5,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50000,"??????? ?????? ????? ??? ?? ?? ???? ???? ???? ???? ?? ????? ??????????? 
???? ???? ????? ????? 
????? ????? 
???? ??? ?? ???? ???? ?????? ????? 
????? ?????? ???? ????? ????? ????? ???? 

???? ??????? ?? ??? ???? ???????"
 ??????,   ?? ?????? ,????,300,6,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,"????? ??????? ??? ????????  ????? 300 ???  ????? ????? 
????? ?? ????? ? ???? 
???? ????
?????? ?????  

????? 55 ??? ????"
 ??????,   ?? ???????? ,???? ????,190,0,3,4,2,1,1,0,1,0,1,0,1,1,0,1,0,0,0,65000,"??????? ????  ?? ??????? ???????? ?????? ?? ???? ??????? ??????? ??????? ????????: -  ?????? ??????: - ????? ??????? ?????? ?????? + ???? ????? ????? +???? +????? ? ?????? ????? - 3 BDR  (???? ?????  + ? ???? ??? ???? ) +???? +??????  : - ????? ?????..."
 ??????,   ?? ????? ,????,320,0,7,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,60000,"????? ??????? ??? ????? ????? 320 ???  ????? 

????? ?????? ????? ?? ???? ???? ????? ???? ????? ????? ? ???? 
????? ????? ?????? ??? ????? ??????? ??? ????? ????? 

?????? ????? ?? ???

????? 60 ??? ?????? 
? 55 ??? ????


0594405278"
 ??????,   ?? ???? ,????,300,4,1,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,115000,"????? ??? ?????? ????????? ????? ??? ??? 
????? ?? :---
??? ????? ????? ????? ????? ???? ????? ????? 
????? ????? :----
4 ??? ??? 2 ???? ?????  2???? ???? ????? ????? 
????? ?????? :---
?????? ??? ?? ???? ?? ???? ???? 
????? :---- ????? 150  ??? ????..."
 ??????,   ?? ?????? ,???,125,5,3,5,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,35000,"????? ??????? ???? ????? 
??? ??? ???? ?? ???? ?????
?????? ?????? ???? ????? ??????? ????? 
??????????? ?????? ????? ???????
??????? ???? ????? ?? ?? ????"
 ??????,   ?? ????? ,????,330,0,5,5,2,1,1,0,0,0,0,1,0,1,0,1,1,0,0,85000,???? ??????? ????? 330 ?? ?? ?????
 ??????,   ?? ????? ????? ??? ,???,250,2,5,5,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,35000,
 ??????,   ?? ?????? ,????,350,0,7,5,2,1,1,1,1,0,1,1,0,1,0,1,1,1,0,90000,"????? ???? ??????? ????? 350 ??? ???? ??????? ??? ????? ??? ???????? ??? ??? ??????
?????? ?????? :
???? ????
????
????
???? ?????
???? ?????
???? ????
?????? ????
???? ?????
???
?????? ?????
???? ???? ??????
??????? ???? ????
???? ???? ??????? ?????..."
 ??????,   ?? ????? ????? ??? ,????,500,0,7,4,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,46000,"??? ???? ???? ??????? 

??????? ???? 0555902477"
 ??????,   ?? ?????? ,????,400,20,7,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,55000,"??????? ????????? ???? ????? ??????? ???? ????? ???? ?????? ???? ???? ?? ????? ????? ???? ???????? ??? ??????? ??????? 

??????? ??? ?????? ???? ????? ???????
0563800022"
 ??????,   ?? ????? ????? ??? ,???,250,0,7,5,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,36000,????? ?????? ?? ??????? ????? ?????? ??? ??? ?????? ???? ????? ????? ????? 250 ??? ????? ????? ????? ??? ?? ??? ???? ?? ????? ???? ??????? ??? ???????? ?? ??????? ??? ?????0538887725
 ??????,   ?? ????? ????? ??? ,???,300,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1000,"?????? ????  ????? ????? ???? 
?? ??????? ???? ?????? ??????? ?????? ???
??????????"
 ??????,   ?? ?????? ,???,304,0,7,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,60000,
 ??????,   ?? ????? ????? ??? ,???,250,3,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,35000,"?????? ????? ???? ?? ????? ????? ??? ???? ?????? ????? ?????? ??? ???? ????? ??????? 

????? ?????? ????? ???? ???? ???? ???? ???? ???? ???? ??????? ???? ?????
????? ???? ??? ??? ?????? ????? ??????? ?????
???? ???? ????? ????? ???? ??????? 

?????? ..."
 ??????,   ?? ????? ????? ??? ,????,250,0,5,5,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,800000,?????? ?? ??????? ???? ?? 3????? ???? ????? ????? ????? 4??? ??? ?????? ?????? ???
 ??????,   ?? ????? ????? ??? ,????,250,0,7,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,32000,??????? ????? ???? ????? ?????? ??????
 ??????,   ?? ????? ,????,420,5,5,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,70000,"????? ??????  ????  ???????    ?????  ????  ????? 420  ???  ????? ????  ?????? ????? ???? ?? ????? 
?????  ??????  
????.???????  ??????  ?? ??? ???? ????"
 ??????,   ?? ????? ????? ??? ,????,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,"??? ??????? ?? ???? ?????? ?????? 
????? ????? ????? 
??? ??????? ???? ???? ????? 
????? ???? ?????
???? ???? ?? ??? ????? ?? ?????
?????? ?????? ????? ??? ??? ?????? ????? ?????
?????? ?????? ?????? ??? ????? ???? ?????

?????? ???? ???? ??????????"
 ??????,   ?? ????? ????? ??? ,????,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000,"??????? ???? ????? ????? ????? ?? ????? ????? ??? ??????? ???? ?????? ?????? 
????? ??? ??? 
???? ????? 
??????? ?????? 
????? ??????? ?? ??? ?? ????? 
????? ????? ( ?? ??? ????/ ?? ???? ???? )"
 ??????,   ?? ????? ,???,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,??? ?? ?? ?????? ???????? ????? ??????? ????? ??  ???? ?????  ????? ????? ???? ????? ???? ??????? ?????? ?????? ????? ???? ? ??? ??? ?? ????  ????? ?????? ??? ???? ????? ?? ???? + ??? ????? ???? ??????? ????? ???????
 ??????,   ?? ?????? ,????,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000,"??????? ???? ??? ?????  ?? ?????? 
? ??? ???  ???? ? ????? 
???? ?????  ????? 
??? ???? 
???? ???? 
???? ????? 
???? ?????? ????? ??????? ????? 
???? ????? ???? ?????"
 ??????,   ?? ???? ,???? ????,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000,"?????? ??? ?? ?? ???? ?????

???? ?? 
????? ?????? / ???? + ???? ???? + ???? ???? 
????? ?????? ?????/
? ??? ??? ???? ????? ????? + ????
?????? ?????? ???? ????? ????? ????? ????? ???? ???? ??????? ??????? 



?? ?? ???? ??? ???? ?? ?????? ???? 
????..."
 ??????,   ?? ???????? ???????? ,???,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,???? ????? ?????? ??? ??? ??? ????? ????? ????? ??? ??? ????? ???? ???? ???? ???? ????? ?????? ?? ???? ???? ?????? ???? ????? ??? ???? ???? ????? ??????? ??????  ?????? ?????
 ??????,   ?? ??? ,???,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,??????? ???? ????? ??? ??? 91 ??? ????? ????? ????? ?????? ??????? ????? ?????? ???? ??? ??? ???? ????? ????? ?????? ???? ????? ????? ???? ???? ?????
 ??????,   ?? ?????? ,????,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,"???? ????? ???? ??????? 200 ??? 
?????? ????? ?? ???? ??? 4 ???? ?????? 
???? 3 ?????? ????? ????? ???? ???? ????? 28 ???

???? ??????? ?????? : 
60.000 ???? ???? ??????
70.000 ???? ?? ??????
????? ??????? ?? ??????"
 ??????,   ?? ??????? ,???,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,"???????? ????? ??? 
  ??????? ?? ????? ?????? ?? ??????? ???? ????????? 
????? ??? ?
??????? ?? ??? ?????
????????? ???? ???? ??? ?????? ????????
??? ????? ?????? :
0501773550"
 ??????,   ?? ?????? ,???,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000,"??? ???? ??????? ?? ?????? ??????????? ?????? ?? ???? ???????- ?????? ??????. ???? ???? ?? 9000 ??? ???? ?? ??????? ??????? ??? ??????? ? ????? ?????? ?? ???? ?? 60 ??? ??? ?????? ??????? ?????? ?????? ?? ?????? (????? ?? ????? ??? ? 3 ??? ???). ????..."
 ??????,   ?? ??????? ,???,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,"????? ????????? ???????:
?????? ????? ??????
???? ??????? 


?????? 140 ??? ??????
135 ??? ???? ????? 
??????? ??? ???? ?????? 
???? 0565569555"
 ??????,   ?? ????? ????? ??? ,???,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,"??????? ???? ????? ???? ?? ????? ????? ??? ??????? ???? ????? ????? ????? 
????? ??? ??? 
????? ?? ??? ?? ????? 
????? ????? ( ????? ?? ??? ???? )
??? ?????: 
???? ????/ ????/ ???? ???? ??? ???? ????/ ???? / ?????? 
??? ?????: 
?????? ??? ?????/ ????..."
 ??????,   ?? ??????? ???????? ??????? ,????,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,?????
 ??????,   ?? ??????? ,???,600,9,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,85000,??? ????? ? ??? ???? ??? ??????? ?? ?????? ????? ???? ?????? ???????? ??????? ? ???????
 ??????,   ?? ??????? ,????,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,????? ??? ??????? ??? ???? ????? ????? ??? ??? ????? ????? ????? ????? ????? ???? ????? ???? ?????? ???? ??? ???? ????? ????? ??? ?? ??? ??????? ????? ?? ?????? ??? ????? ?????
 ??????,   ?? ?????? ?????? ,????,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000,???? ???? ??? ?????? ?????? ????? ?? ???? ??? ??? ?????? ????? ????? ????? ????? ????? ???? ???? ????? ?????? ??? ???? ????? ????? ??????? ????? ????? ???? ????
 ??????,   ?? ?????? ,????,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000,"???? ????? ??????? ??? ??????  ???? ?????
??????? ??? ????? 
????? ?? ??????? ?????? ?? ?????? ??? 
????? ??
????? ?????? 
???? ????
????
????


???? ????? ????? ?????


???? ????
?????? ????
???? ?????
??? ?????? 70???
?????? ?????
???? ???? ??????
..."
 ??????,   ?? ????? ????? ??? ,????,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,"??? ??????? ?? ???? ?????? ?????? 
????? ????? ????? 
??? ??????? ???? ???? ????? 
????? ???? ?????
???? ???? ?? ??? ????? ?? ?????
?????? ?????? ????? ??? ??? ?????? ????? ?????
?????? ?????? ?????? ??? ????? ???? ?????

?????? ???? ???? ??????????"
 ??????,   ?? ????? ????? ??? ,????,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000,"??????? ???? ????? ????? ????? ?? ????? ????? ??? ??????? ???? ?????? ?????? 
????? ??? ??? 
???? ????? 
??????? ?????? 
????? ??????? ?? ??? ?? ????? 
????? ????? ( ?? ??? ????/ ?? ???? ???? )"
 ??????,   ?? ????? ,???,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,??? ?? ?? ?????? ???????? ????? ??????? ????? ??  ???? ?????  ????? ????? ???? ????? ???? ??????? ?????? ?????? ????? ???? ? ??? ??? ?? ????  ????? ?????? ??? ???? ????? ?? ???? + ??? ????? ???? ??????? ????? ???????
 ??????,   ?? ?????? ,????,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000,"??????? ???? ??? ?????  ?? ?????? 
? ??? ???  ???? ? ????? 
???? ?????  ????? 
??? ???? 
???? ???? 
???? ????? 
???? ?????? ????? ??????? ????? 
???? ????? ???? ?????"
 ??????,   ?? ???? ,???? ????,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000,"?????? ??? ?? ?? ???? ?????

???? ?? 
????? ?????? / ???? + ???? ???? + ???? ???? 
????? ?????? ?????/
? ??? ??? ???? ????? ????? + ????
?????? ?????? ???? ????? ????? ????? ????? ???? ???? ??????? ??????? 



?? ?? ???? ??? ???? ?? ?????? ???? 
????..."
 ??????,   ?? ???????? ???????? ,???,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,???? ????? ?????? ??? ??? ??? ????? ????? ????? ??? ??? ????? ???? ???? ???? ???? ????? ?????? ?? ???? ???? ?????? ???? ????? ??? ???? ???? ????? ??????? ??????  ?????? ?????
 ??????,   ?? ??? ,???,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,??????? ???? ????? ??? ??? 91 ??? ????? ????? ????? ?????? ??????? ????? ?????? ???? ??? ??? ???? ????? ????? ?????? ???? ????? ????? ???? ???? ?????
 ??????,   ?? ?????? ,????,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,"???? ????? ???? ??????? 200 ??? 
?????? ????? ?? ???? ??? 4 ???? ?????? 
???? 3 ?????? ????? ????? ???? ???? ????? 28 ???

???? ??????? ?????? : 
60.000 ???? ???? ??????
70.000 ???? ?? ??????
????? ??????? ?? ??????"
 ??????,   ?? ??????? ,???,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,"???????? ????? ??? 
  ??????? ?? ????? ?????? ?? ??????? ???? ????????? 
????? ??? ?
??????? ?? ??? ?????
????????? ???? ???? ??? ?????? ????????
??? ????? ?????? :
0501773550"
 ??????,   ?? ?????? ,???,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000,"??? ???? ??????? ?? ?????? ??????????? ?????? ?? ???? ???????- ?????? ??????. ???? ???? ?? 9000 ??? ???? ?? ??????? ??????? ??? ??????? ? ????? ?????? ?? ???? ?? 60 ??? ??? ?????? ??????? ?????? ?????? ?? ?????? (????? ?? ????? ??? ? 3 ??? ???). ????..."
 ??????,   ?? ??????? ,???,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,"????? ????????? ???????:
?????? ????? ??????
???? ??????? 


?????? 140 ??? ??????
135 ??? ???? ????? 
??????? ??? ???? ?????? 
???? 0565569555"
 ??????,   ?? ????? ????? ??? ,???,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,"??????? ???? ????? ???? ?? ????? ????? ??? ??????? ???? ????? ????? ????? 
????? ??? ??? 
????? ?? ??? ?? ????? 
????? ????? ( ????? ?? ??? ???? )
??? ?????: 
???? ????/ ????/ ???? ???? ??? ???? ????/ ???? / ?????? 
??? ?????: 
?????? ??? ?????/ ????..."
 ??????,   ?? ??????? ???????? ??????? ,????,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,?????
 ??????,   ?? ??????? ,???,600,9,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,85000,??? ????? ? ??? ???? ??? ??????? ?? ?????? ????? ???? ?????? ???????? ??????? ? ???????
 ??????,   ?? ??????? ,????,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,????? ??? ??????? ??? ???? ????? ????? ??? ??? ????? ????? ????? ????? ????? ???? ????? ???? ?????? ???? ??? ???? ????? ????? ??? ?? ??? ??????? ????? ?? ?????? ??? ????? ?????
 ??????,   ?? ?????? ?????? ,????,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000,???? ???? ??? ?????? ?????? ????? ?? ???? ??? ??? ?????? ????? ????? ????? ????? ????? ???? ???? ????? ?????? ??? ???? ????? ????? ??????? ????? ????? ???? ????
 ??????,   ?? ?????? ,????,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000,"???? ????? ??????? ??? ??????  ???? ?????
??????? ??? ????? 
????? ?? ??????? ?????? ?? ?????? ??? 
????? ??
????? ?????? 
???? ????
????
????


???? ????? ????? ?????


???? ????
?????? ????
???? ?????
??? ?????? 70???
?????? ?????
???? ???? ??????
..."
